English,Chinese
Gardening is the most therapeutic and defiant act you can do. ,可以追溯到公元 850 年 
"RW: Wow, we sure are getting our fingers dirty for a first date, huh? ",呢座城市真係好神奇 等我哋放大嚟睇睇 
RF: Gardening is the most therapeutic and defiant act you can do. ,你哋遲啲睇到嘅數據 都係咁嘅類型同埋質素 
People in these areas -- they're exposed to crappy food. ,你會睇到單獨建築 
I want people to know that growing your own food is like printing your own money. ,仲有我哋已經開始搵早前未知嘅遺跡 
RW: You're like a food superhero! ,我哋可以肯定嘅係，作為平台嘅一份子 你會幫手搵好多之前未知嘅遺跡 就好似呢度呢個 同埋呢個潛在大型嘅遺跡 
RF: Food is the problem and food is the solution. ,不幸嘅係，我哋亦都喺遺跡發現 大規模搶劫嘅痕跡 就好似你哋依家睇到咁樣 
(Music) Erin McKean: I'm a lexicographer. ,所以秘魯嘅好多遺跡都面臨威脅 但係令人欣慰嘅係 所有數據都會同前線 保護呢啲遺跡嘅考古學家分享 
My job is to put every word possible into the dictionary. ,冇幾耐之前，我同秘魯嘅文化部長 同埋 UNESCO 會面 
"RW: I love words, too -- just as much as any lexi-ta-tographer. ",我哋之間將會有密切合作 
"What if you love a word that you've just made up, like -- I don't know -- ""scuberfinkles""? ",就好似你哋所知咁 遺跡嘅工作將會用到英文同西班牙文 確保秘魯同其他拉丁美洲嘅人 都能夠參與 
Beau Lotto: Do you think you see reality? ,我哋嘅聯合首席研究員就係佢︰ 美國天主教大學嘅 Luis Jaime Castillo 教授 
"RW: Well, I'm a little nearsighted, but yeah. ",身為備受尊敬嘅秘魯考古學家 同前任文化副部長 Luis Jaime Castillo 將會幫我哋 同考古學家協調分享數據 令佢哋就可以實地探索遺跡 
"BL: Well, you can't -- I mean, your brain has no access to this world. ",佢亦都開展緊無人機地圖測繪計劃 喺我背後睇到你可以見到其中一啲圖像 
"In fact, even the sensory information that your eyes are receiving, your ears are receiving, is completely meaningless because it could mean anything. ",而呢啲數據會被收入平臺之中 佢同時會描繪新遺跡，等你可以幫手搵 
"That tree could be a large object far away or a small object up close, and your brain has no way of knowing. ",我哋嘅實地探索團隊 會幫手做教育、外展 以及遺跡保護 個團隊都係屬於 由 Larry Coben 博士帶領嘅 可持續保護行動計劃 
RW: Once I thought I saw Bigfoot but it was just a German shepherd. ,你哋可能唔知啦 世界上嘅一啲最貧窮嘅社區 其實喺一啲最出名嘅考古遺跡旁邊 
"Isabel Behncke Izquierdo: Bonobos are, together with chimpanzees, your closest living relatives. ",SPI 嘅工作就係幫助呢啲社區 特別係當中嘅女性 教佢哋新嘅生活方式同訓練佢哋做生意 
Bonobos have frequent and promiscuous sex to manage conflict and solve social issues. ,等佢哋可以整手工藝賣畀遊客 
RW: I'm just curious: Do we have any conflict that needs managing or social issues to resolve? ,咁樣令到當地女性學識珍惜文化遺產 同埋對遺產負起主人翁嘅責任 
"IBI: Remember -- you're on a date with my idea, not me. ",我有機會同當地 24 名女性 共度一段時間 就喺利馬以外嘅 著名考古遺跡 Pachacamac 
"Jane McGonigal: This is the face of someone who, against all odds, is on the verge of an epic win. ",呢啲女性出乎意料嘅對我有啟發性 SPI 會幫我哋改造 一啲喺遺跡隔籬嘅社區 而呢啲遺跡你都會有份發現嘅 
RW: An epic win? ,秘魯只係開始 
"JM: An epic win is an outcome so extraordinarily positive, you didn't even know it was possible until you achieved it. ",我哋打算將呢個平台推廣到全世界 但目前我已經收到世界各地幾千封電郵 嚟自教授、教育工作者、學生 仲有考古學家 佢哋非常興奮話想要幫手搵 
You're not making the face. ,佢哋甚至提議咗一啲地方去搵 包括亞特蘭蒂斯 
"You're making the ""I'm not good at life"" face. ",我唔知道我哋係唔係會搵亞特蘭蒂斯 可能我哋會去搵都未定 
"RW: Arthur, I want to be really honest with you. ",所以我好開心啟動呢個平台 
I am seeing other ideas. OK? ,個平台將會喺今年年底正式發佈 
I'm dating around. ,我想講嘅係 如果我哋團隊喺過去幾星期 已經發現到一啲跡象 咁樣之後全世界嘅發現將會超乎想像 
That's the situation. ,請繼續支持我哋呢個項目 
"Arthur Benjamin: I'd say this: Mathematics is not just solving for x, it's also figuring out why. ",好多謝你哋 
RW: Do you want to get some pie? ,（掌聲） 多謝 
AB: Pi? ,（掌聲） 
"3.14159265358979 -- Reggie Watts: If we're going to do something, we've got to just make a decision. ",
Because without a decision we're left powerless. ,（音樂） 主角︰孤獨係需要代價嘅 
"Without power, we have nothing to supply the chain of those who are truly curious to solve all of our current conditions. ",我有一啲迷茫 但最終都係時候同外界有真實聯繫 
"RW: And, ""If you choose not to decide, you still have made a choice"" -- Rush. ",我係邊個？ 
JM: Yes! ,（鼓聲） 我係一個單身白人男性 現年 45 歲 
"This is the face we need to see on millions of problem solvers worldwide, as we try to tackle the challenges of the next century. ",鍾意動物 
"RW: So, are we going Dutch? ",有薪工作 
AB: 3846264338327950 28841... ,善於同人打交道 
971? ,會保持健康體型 
"RW: One night, want to go to a movie or something? ",我喺度搵緊邊個？ 
"RF: Hell, no! Let's go plant some shit! ",我喺度搵緊我嘅思想 
RW: Let's plant some shit! ,你係唔係嗰個呼應我內心嘅諗法？ 
"Good, now what is this that I'm planting? ",（影片）Ron Finley︰ 如果你買唔到健康食物 你會有乜嘢感受？ 
Bonobos! ,園藝係你可以做嘅嘢當中 最治癒又最挑戰嘅事 
IBI: Bonobos! (Laughs) Bonobos. ,主角︰哇，我哋一開頭 就要整邋遢手指，係唔係？ 
"RWatts: Um, interested much? ",Ron Finley︰園藝係你可以做嘅 最治愈又挑戰嘅事 
RW: I want to have your idea baby. ,呢啲地方嘅人 佢哋接觸到嘅都係差嘅食物 
"RWatts: Well, you know what they say in Russia. ",我想大家明白自己種食物 就好似自己喺度印錢咁 主角︰你簡直係人類糧食嘅救星！ 
RW: Hm? ,Ron Finley︰食物既係問題，又係答案 
"RWatts: ""scuberfinckle."" ",（音樂） 
(Bottles clink) ,Erin McKean︰我係編寫詞典嘅 
,我嘅工作就係將每個可能存在嘅單詞 放入詞典裏面 
It's funny the things you forget. ,主角︰我都好鍾意單詞 就好似詞典編纂者鍾意單詞一樣 
"I went to see my mother the other day, and she told me this story that I'd completely forgotten about how, when we were driving together, she would pull the car over, and by the time she had gotten out of the car, and gone around the car to let me out of the car, I would have already gotten out of the car and pretended to have died. ",如果你好鍾意你隨意創造出嚟嘅詞 譬如，我隨便講個，「scuberfinkles」 你會做啲咩？ 
(Laughter) (Applause) Because that's how you die. ,Beau Lotto︰你真係睇清楚喇？ 
"(Laughter) And I remember, that was a game I used to play with myself to entertain myself whenever I was bored or frustrated. ",主角︰欸，我有一啲近視 但係我睇清楚喇 
(Laughter) Settle down. ,Beau Lotto︰你冇 我嘅意思係 你嘅大腦根本接觸唔到呢個世界 
(Laughter) People say we live in an age of information overload. Right? ,你眼感知到嘅訊息 你耳仔感知到嘅訊息 全部都係冇意義嘅 因為訊息可以代表任何嘢 
"I don't know about that, but I just know that I get too many marketing emails. ",嗰棵樹可以係一個遠在天邊嘅龐然大物 或者係近在眼前嘅細粒丁 但係你嘅大腦無辦法知道答案 
"I got a marketing email from a supermarket firm, which will remain nameless for predominantly legal reasons, but which I'm going to call ""SafeMart."" ",主角︰有一次我以為自己睇到大腳怪 但其實係一個德國牧羊人 
"(Laughter) I got an email from them, and it went like this, it said: ""Just three weeks until SafeMart at King's Cross opens!!!"" ",Isabel Behncke Izquierdo︰ 倭黑猩猩同黑猩猩 都係人類最近親嘅物種 
"And I resented this, because not only do I not remember signing up to that, but I resent the fact that they appear to think that I should be excited about a shop opening. ",為咗化解矛盾、解決社會問題 倭黑猩猩交配得非常頻繁、混亂 
"So what I did was I scrolled down to the bottom of the email, and I pressed, ""Unsubscribe."" ",主角︰我凈係好奇 我哋兩個有冇乜嘢矛盾要化解 或者社會問題要解決？ 
And I thought that'd be the end of it. ,Isabel Behncke Izquierdo︰ 記住，你係追隨我嘅諗法 而唔係追隨我 
"But a week later, I got another one that said, ""Just two weeks until SafeMart at King's Cross opens!!!"" ",Jane McGonigal︰呢個表情係 當一個人排除萬難 嚟到華麗制勝一刻嘅表情 
"And I thought, obviously, I haven't clicked hard enough. ",主角︰華麗制勝？ 
So I tried it again. Right? ,Jane McGonigal︰ 「華麗制勝」意味著成功咁解 你直至成功之前都唔會相信自己得咗 
"Lo and behold, a week passes, you guessed it, ""Just one week until SafeMart at King's Cross opens!!!"" ",你冇做嗰個表情喔 
And here's the problem: The internet gave us access to everything; but it also gave everything access to us. ,你喺度做緊一個「我過得唔好」嘅表情 
"It's hard enough to discriminate between the things that genuinely matter in this world and the minutiae of life, without having emails about supermarket chains and Candy Crush Saga. ",主角︰Arthur，我想同你坦白 
